	product_x	color	size	material	received_date	shipment_date_required	product_y	customer	quantity
397	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-07-20	2023-08-19	PE HD 02-LT.1 65g	PLASTICHEMICAL SPA	26.0
398	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-07-26	2023-10-24	PE HD 02-LT.2 65g	POLIMERI ITALIANI SRL	62.0
399	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-09-15	2023-09-22	PE HD 02-LT.5 65g	SINTETICPLAST SPA	3.0
400	PE HD 02-CONT. LT.1 65g	Nero	65g	PE HD 02	2023-05-18	2023-05-25	PE HD 02-LT.10 65g	POLIMERI ITALIANI SRL	49.0
401	PE HD 02-CONT. LT.1 65g	Nero	65g	PE HD 02	2023-09-25	2023-12-24	PE HD 02-LT.10 65g	INDUSTRIE PLASTICHE SRL	61.0
402	PE HD 02-CONT. LT.1 65g	Nero	65g	PE HD 02	2023-09-27	2023-12-26	PE HD 02-LT.1 65g	PLASTICHEM SRL	8.0
403	PE HD 02-CONT. LT.10 65g	Nero	65g	PE HD 02	2023-05-18	2023-05-25	PE HD 02-LT.10 65g	POLIMERI ITALIANI SRL	49.0
404	PE HD 02-CONT. LT.10 65g	Nero	65g	PE HD 02	2023-09-25	2023-12-24	PE HD 02-LT.10 65g	INDUSTRIE PLASTICHE SRL	61.0
405	PE HD 02-CONT. LT.10 65g	Nero	65g	PE HD 02	2023-09-27	2023-12-26	PE HD 02-LT.1 65g	PLASTICHEM SRL	8.0
406	PE HD 02-CONT. LT.2 65g	Nero	65g	PE HD 02	2023-05-18	2023-05-25	PE HD 02-LT.10 65g	POLIMERI ITALIANI SRL	49.0
407	PE HD 02-CONT. LT.2 65g	Nero	65g	PE HD 02	2023-09-25	2023-12-24	PE HD 02-LT.10 65g	INDUSTRIE PLASTICHE SRL	61.0
408	PE HD 02-CONT. LT.2 65g	Nero	65g	PE HD 02	2023-09-27	2023-12-26	PE HD 02-LT.1 65g	PLASTICHEM SRL	8.0
409	PE HD 02-CONT. LT.5 65g	Nero	65g	PE HD 02	2023-05-18	2023-05-25	PE HD 02-LT.10 65g	POLIMERI ITALIANI SRL	49.0
410	PE HD 02-CONT. LT.5 65g	Nero	65g	PE HD 02	2023-09-25	2023-12-24	PE HD 02-LT.10 65g	INDUSTRIE PLASTICHE SRL	61.0
411	PE HD 02-CONT. LT.5 65g	Nero	65g	PE HD 02	2023-09-27	2023-12-26	PE HD 02-LT.1 65g	PLASTICHEM SRL	8.0
412	PE HD 02-CONT. LT.1 70g	Verde	70g	PE HD 02	2023-05-01	2023-07-30	PE HD 02-LT.10 70g	PLASTICA INDUSTRIALE SRL	33.0
413	PE HD 02-CONT. LT.1 70g	Verde	70g	PE HD 02	2023-09-19	2023-12-18	PE HD 02-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	108.0
414	PE HD 02-CONT. LT.10 70g	Verde	70g	PE HD 02	2023-05-01	2023-07-30	PE HD 02-LT.10 70g	PLASTICA INDUSTRIALE SRL	33.0
415	PE HD 02-CONT. LT.10 70g	Verde	70g	PE HD 02	2023-09-19	2023-12-18	PE HD 02-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	108.0
416	PE HD 02-CONT. LT.2 70g	Verde	70g	PE HD 02	2023-05-01	2023-07-30	PE HD 02-LT.10 70g	PLASTICA INDUSTRIALE SRL	33.0
417	PE HD 02-CONT. LT.2 70g	Verde	70g	PE HD 02	2023-09-19	2023-12-18	PE HD 02-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	108.0
418	PE HD 02-CONT. LT.5 70g	Verde	70g	PE HD 02	2023-05-01	2023-07-30	PE HD 02-LT.10 70g	PLASTICA INDUSTRIALE SRL	33.0
419	PE HD 02-CONT. LT.5 70g	Verde	70g	PE HD 02	2023-09-19	2023-12-18	PE HD 02-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	108.0
420	PE HD 02-CONT. LT.1 70g	Blu	70g	PE HD 02					
421	PE HD 02-CONT. LT.10 70g	Blu	70g	PE HD 02					
422	PE HD 02-CONT. LT.5 70g	Blu	70g	PE HD 02					
423	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-01-03	2023-01-10	PE HD 02-LT.10 70g	PLASTICHEM SRL	103.0
424	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-01-22	2023-01-29	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	74.0
425	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-03-19	2023-04-18	PE HD 02-LT.10 70g	POLIMERI ITALIANI SRL	59.0
426	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-03-27	2023-04-26	PE HD 02-LT.2 70g	CHEMPRODIE SRL	78.0
427	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-05-28	2023-08-26	PE HD 02-LT.5 70g	ACETIFICIO ANDREA MILANO SRL	75.0
428	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-06-08	2023-06-15	PE HD 02-LT.1 70g	ACETIFICIO ANDREA MILANO SRL	36.0
429	PE HD 02-CONT. LT.1 70g	Nero	70g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 70g	PLASTICHEMICAL SPA	61.0
430	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-01-03	2023-01-10	PE HD 02-LT.10 70g	PLASTICHEM SRL	103.0
431	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-01-22	2023-01-29	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	74.0
432	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-03-19	2023-04-18	PE HD 02-LT.10 70g	POLIMERI ITALIANI SRL	59.0
433	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-03-27	2023-04-26	PE HD 02-LT.2 70g	CHEMPRODIE SRL	78.0
434	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-05-28	2023-08-26	PE HD 02-LT.5 70g	ACETIFICIO ANDREA MILANO SRL	75.0
435	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-06-08	2023-06-15	PE HD 02-LT.1 70g	ACETIFICIO ANDREA MILANO SRL	36.0
436	PE HD 02-CONT. LT.10 70g	Nero	70g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 70g	PLASTICHEMICAL SPA	61.0
437	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-01-03	2023-01-10	PE HD 02-LT.10 70g	PLASTICHEM SRL	103.0
438	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-01-22	2023-01-29	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	74.0
439	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-03-19	2023-04-18	PE HD 02-LT.10 70g	POLIMERI ITALIANI SRL	59.0
440	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-03-27	2023-04-26	PE HD 02-LT.2 70g	CHEMPRODIE SRL	78.0
441	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-05-28	2023-08-26	PE HD 02-LT.5 70g	ACETIFICIO ANDREA MILANO SRL	75.0
442	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-06-08	2023-06-15	PE HD 02-LT.1 70g	ACETIFICIO ANDREA MILANO SRL	36.0
443	PE HD 02-CONT. LT.2 70g	Nero	70g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 70g	PLASTICHEMICAL SPA	61.0
444	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-01-03	2023-01-10	PE HD 02-LT.10 70g	PLASTICHEM SRL	103.0
445	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-01-22	2023-01-29	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	74.0
446	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-03-19	2023-04-18	PE HD 02-LT.10 70g	POLIMERI ITALIANI SRL	59.0
447	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-03-27	2023-04-26	PE HD 02-LT.2 70g	CHEMPRODIE SRL	78.0
448	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-05-28	2023-08-26	PE HD 02-LT.5 70g	ACETIFICIO ANDREA MILANO SRL	75.0
449	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-06-08	2023-06-15	PE HD 02-LT.1 70g	ACETIFICIO ANDREA MILANO SRL	36.0
450	PE HD 02-CONT. LT.5 70g	Nero	70g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 70g	PLASTICHEMICAL SPA	61.0
451	PE HD 02-CONT. LT.1 70g	Rosso	70g	PE HD 02	2023-01-07	2023-04-07	PE HD 02-LT.2 70g	AMBROSIO VETRI SOC. COOP.	73.0
452	PE HD 02-CONT. LT.1 70g	Rosso	70g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 70g	PLASTICA INDUSTRIALE SRL	105.0
453	PE HD 02-CONT. LT.1 70g	Rosso	70g	PE HD 02	2023-07-08	2023-08-07	PE HD 02-LT.5 70g	SINTETICPLAST SPA	47.0
454	PE HD 02-CONT. LT.1 70g	Rosso	70g	PE HD 02	2023-08-10	2023-09-09	PE HD 02-LT.1 70g	AMBROSIO VETRI SOC. COOP.	82.0
455	PE HD 02-CONT. LT.10 70g	Rosso	70g	PE HD 02	2023-01-07	2023-04-07	PE HD 02-LT.2 70g	AMBROSIO VETRI SOC. COOP.	73.0
456	PE HD 02-CONT. LT.10 70g	Rosso	70g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 70g	PLASTICA INDUSTRIALE SRL	105.0
457	PE HD 02-CONT. LT.10 70g	Rosso	70g	PE HD 02	2023-07-08	2023-08-07	PE HD 02-LT.5 70g	SINTETICPLAST SPA	47.0
458	PE HD 02-CONT. LT.10 70g	Rosso	70g	PE HD 02	2023-08-10	2023-09-09	PE HD 02-LT.1 70g	AMBROSIO VETRI SOC. COOP.	82.0
459	PE HD 02-CONT. LT.5 70g	Rosso	70g	PE HD 02	2023-01-07	2023-04-07	PE HD 02-LT.2 70g	AMBROSIO VETRI SOC. COOP.	73.0
460	PE HD 02-CONT. LT.5 70g	Rosso	70g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 70g	PLASTICA INDUSTRIALE SRL	105.0
461	PE HD 02-CONT. LT.5 70g	Rosso	70g	PE HD 02	2023-07-08	2023-08-07	PE HD 02-LT.5 70g	SINTETICPLAST SPA	47.0
462	PE HD 02-CONT. LT.5 70g	Rosso	70g	PE HD 02	2023-08-10	2023-09-09	PE HD 02-LT.1 70g	AMBROSIO VETRI SOC. COOP.	82.0
463	PE HD 02-CONT. LT.10 50g	Verde	50g	PE HD 02	2023-01-11	2023-04-11	PE HD 02-LT.10 50g	INDUSTRIE PLASTICHE SRL	85.0
464	PE HD 02-CONT. LT.10 50g	Verde	50g	PE HD 02	2023-03-20	2023-04-19	PE HD 02-LT.10 50g	PLASTICHEM SRL	1.0
465	PE HD 02-CONT. LT.10 50g	Verde	50g	PE HD 02	2023-03-21	2023-06-19	PE HD 02-LT.10 50g	INDUSTRIE PLASTICHE SRL	107.0
466	PE HD 02-CONT. LT.10 50g	Verde	50g	PE HD 02	2023-09-08	2023-10-08	PE HD 02-LT.10 50g	AMBROSIO VETRI SOC. COOP.	10.0
467	PE HD 02-CONT. LT.5 50g	Verde	50g	PE HD 02	2023-01-11	2023-04-11	PE HD 02-LT.10 50g	INDUSTRIE PLASTICHE SRL	85.0
468	PE HD 02-CONT. LT.5 50g	Verde	50g	PE HD 02	2023-03-20	2023-04-19	PE HD 02-LT.10 50g	PLASTICHEM SRL	1.0
469	PE HD 02-CONT. LT.5 50g	Verde	50g	PE HD 02	2023-03-21	2023-06-19	PE HD 02-LT.10 50g	INDUSTRIE PLASTICHE SRL	107.0
470	PE HD 02-CONT. LT.5 50g	Verde	50g	PE HD 02	2023-09-08	2023-10-08	PE HD 02-LT.10 50g	AMBROSIO VETRI SOC. COOP.	10.0
471	PE HD 02-CONT. LT.10 50g	Nero	50g	PE HD 02	2023-02-16	2023-05-17	PE HD 02-LT.1 50g	PLASTICA INDUSTRIALE SRL	100.0
472	PE HD 02-CONT. LT.10 50g	Nero	50g	PE HD 02	2023-03-07	2023-04-06	PE HD 02-LT.10 50g	SINTETICPLAST SPA	62.0
473	PE HD 02-CONT. LT.10 50g	Nero	50g	PE HD 02	2023-07-09	2023-10-07	PE HD 02-LT.10 50g	SINTETICPLAST SPA	43.0
474		Nero	50g	PE HD 02	2023-02-16	2023-05-17	PE HD 02-LT.1 50g	PLASTICA INDUSTRIALE SRL	100.0
475		Nero	50g	PE HD 02	2023-03-07	2023-04-06	PE HD 02-LT.10 50g	SINTETICPLAST SPA	62.0
476		Nero	50g	PE HD 02	2023-07-09	2023-10-07	PE HD 02-LT.10 50g	SINTETICPLAST SPA	43.0
477	PE HD 02-CONT. LT.5 50g	Nero	50g	PE HD 02	2023-02-16	2023-05-17	PE HD 02-LT.1 50g	PLASTICA INDUSTRIALE SRL	100.0
478	PE HD 02-CONT. LT.5 50g	Nero	50g	PE HD 02	2023-03-07	2023-04-06	PE HD 02-LT.10 50g	SINTETICPLAST SPA	62.0
479	PE HD 02-CONT. LT.5 50g	Nero	50g	PE HD 02	2023-07-09	2023-10-07	PE HD 02-LT.10 50g	SINTETICPLAST SPA	43.0
480	PE HD 02-CONT. LT.10 50g	Blu	50g	PE HD 02					
481	PE HD 02-CONT. LT.2 50g	Blu	50g	PE HD 02					
482	PE HD 02-CONT. LT.5 50g	Blu	50g	PE HD 02					
483	PE HD 02-CONT. LT.10 55g	Bianco	55g	PE HD 02	2023-01-11	2023-01-18	PE HD 02-LT.5 55g	PLASTICHEMICAL SPA	81.0
484	PE HD 02-CONT. LT.10 55g	Bianco	55g	PE HD 02	2023-03-12	2023-06-10	PE HD 02-LT.1 55g	PLASTICA INDUSTRIALE SRL	114.0
485	PE HD 02-CONT. LT.10 55g	Bianco	55g	PE HD 02	2023-07-09	2023-08-08	PE HD 02-LT.5 55g	PLASTIMANIA SNC	105.0
486	PE HD 02-CONT. LT.10 55g	Bianco	55g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 55g	AMBROSIO VETRI SOC. COOP.	11.0
487	PE HD 02-CONT. LT.10 55g	Bianco	55g	PE HD 02	2023-08-18	2023-08-25	PE HD 02-LT.1 55g	ACETIFICIO ANDREA MILANO SRL	81.0
488	PE HD 02-CONT. LT.2 55g	Bianco	55g	PE HD 02	2023-01-11	2023-01-18	PE HD 02-LT.5 55g	PLASTICHEMICAL SPA	81.0
489	PE HD 02-CONT. LT.2 55g	Bianco	55g	PE HD 02	2023-03-12	2023-06-10	PE HD 02-LT.1 55g	PLASTICA INDUSTRIALE SRL	114.0
490	PE HD 02-CONT. LT.2 55g	Bianco	55g	PE HD 02	2023-07-09	2023-08-08	PE HD 02-LT.5 55g	PLASTIMANIA SNC	105.0
491	PE HD 02-CONT. LT.2 55g	Bianco	55g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 55g	AMBROSIO VETRI SOC. COOP.	11.0
492	PE HD 02-CONT. LT.2 55g	Bianco	55g	PE HD 02	2023-08-18	2023-08-25	PE HD 02-LT.1 55g	ACETIFICIO ANDREA MILANO SRL	81.0
493	PE HD 02-CONT. LT.5 55g	Bianco	55g	PE HD 02	2023-01-11	2023-01-18	PE HD 02-LT.5 55g	PLASTICHEMICAL SPA	81.0
494	PE HD 02-CONT. LT.5 55g	Bianco	55g	PE HD 02	2023-03-12	2023-06-10	PE HD 02-LT.1 55g	PLASTICA INDUSTRIALE SRL	114.0
495	PE HD 02-CONT. LT.5 55g	Bianco	55g	PE HD 02	2023-07-09	2023-08-08	PE HD 02-LT.5 55g	PLASTIMANIA SNC	105.0
496	PE HD 02-CONT. LT.5 55g	Bianco	55g	PE HD 02	2023-07-28	2023-10-26	PE HD 02-LT.10 55g	AMBROSIO VETRI SOC. COOP.	11.0
497	PE HD 02-CONT. LT.5 55g	Bianco	55g	PE HD 02	2023-08-18	2023-08-25	PE HD 02-LT.1 55g	ACETIFICIO ANDREA MILANO SRL	81.0
498	PE HD 02-CONT. LT.10 55g	Blu	55g	PE HD 02					
499	PE HD 02-CONT. LT.2 55g	Blu	55g	PE HD 02					
500	PE HD 02-CONT. LT.5 55g	Blu	55g	PE HD 02					
501	PE HD 02-CONT. LT.10 55g	Nero	55g	PE HD 02	2023-01-12	2023-04-12	PE HD 02-LT.2 55g	AMBROSIO VETRI SOC. COOP.	23.0
502	PE HD 02-CONT. LT.10 55g	Nero	55g	PE HD 02	2023-02-15	2023-05-16	PE HD 02-LT.2 55g	CHEMPRODIE SRL	104.0
503	PE HD 02-CONT. LT.10 55g	Nero	55g	PE HD 02	2023-05-28	2023-06-04	PE HD 02-LT.2 55g	PLASTICA INDUSTRIALE SRL	45.0
504	PE HD 02-CONT. LT.10 55g	Nero	55g	PE HD 02	2023-07-14	2023-07-21	PE HD 02-LT.5 55g	PLASTICHEMICAL SPA	102.0
505	PE HD 02-CONT. LT.2 55g	Nero	55g	PE HD 02	2023-01-12	2023-04-12	PE HD 02-LT.2 55g	AMBROSIO VETRI SOC. COOP.	23.0
506	PE HD 02-CONT. LT.2 55g	Nero	55g	PE HD 02	2023-02-15	2023-05-16	PE HD 02-LT.2 55g	CHEMPRODIE SRL	104.0
507	PE HD 02-CONT. LT.2 55g	Nero	55g	PE HD 02	2023-05-28	2023-06-04	PE HD 02-LT.2 55g	PLASTICA INDUSTRIALE SRL	45.0
508	PE HD 02-CONT. LT.2 55g	Nero	55g	PE HD 02	2023-07-14	2023-07-21	PE HD 02-LT.5 55g	PLASTICHEMICAL SPA	102.0
509		Verde	55g	PE HD 02	2023-03-09	2023-04-08	PE HD 02-LT.2 55g	INDUSTRIE PLASTICHE SRL	69.0
510		Verde	55g	PE HD 02	2023-06-01	2023-06-08	PE HD 02-LT.10 55g	PLASTICHEM SRL	71.0
511		Verde	55g	PE HD 02	2023-06-25	2023-07-02	PE HD 02-LT.10 55g	ACETIFICIO ANDREA MILANO SRL	67.0
512		Verde	55g	PE HD 02	2023-07-24	2023-07-31	PE HD 02-LT.1 55g	PLASTICHEMICAL SPA	5.0
513	PE HD 02-CONT. LT.2 55g	Verde	55g	PE HD 02	2023-03-09	2023-04-08	PE HD 02-LT.2 55g	INDUSTRIE PLASTICHE SRL	69.0
514	PE HD 02-CONT. LT.2 55g	Verde	55g	PE HD 02	2023-06-01	2023-06-08	PE HD 02-LT.10 55g	PLASTICHEM SRL	71.0
515	PE HD 02-CONT. LT.2 55g	Verde	55g	PE HD 02	2023-06-25	2023-07-02	PE HD 02-LT.10 55g	ACETIFICIO ANDREA MILANO SRL	67.0
516	PE HD 02-CONT. LT.2 55g	Verde	55g	PE HD 02	2023-07-24	2023-07-31	PE HD 02-LT.1 55g	PLASTICHEMICAL SPA	5.0
517	PE HD 02-CONT. LT.5 55g	Verde	55g	PE HD 02	2023-03-09	2023-04-08	PE HD 02-LT.2 55g	INDUSTRIE PLASTICHE SRL	69.0
518	PE HD 02-CONT. LT.5 55g	Verde	55g	PE HD 02	2023-06-01	2023-06-08	PE HD 02-LT.10 55g	PLASTICHEM SRL	71.0
519	PE HD 02-CONT. LT.5 55g	Verde	55g	PE HD 02	2023-06-25	2023-07-02	PE HD 02-LT.10 55g	ACETIFICIO ANDREA MILANO SRL	67.0
520	PE HD 02-CONT. LT.5 55g	Verde	55g	PE HD 02	2023-07-24	2023-07-31	PE HD 02-LT.1 55g	PLASTICHEMICAL SPA	5.0
521	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-01-13	2023-01-20	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	5.0
522	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-02-26	2023-05-27	PE HD 02-LT.1 60g	ACETIFICIO ANDREA MILANO SRL	74.0
523	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-03-05	2023-06-03	PE HD 02-LT.5 60g	POLIMERI ITALIANI SRL	3.0
524	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-03-14	2023-06-12	PE HD 02-LT.1 60g	CHEMPRODIE SRL	96.0
525	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-05-28	2023-06-04	PE HD 02-LT.2 60g	CHEMPRODIE SRL	23.0
526	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-07-06	2023-07-13	PE HD 02-LT.5 60g	INDUSTRIE PLASTICHE SRL	9.0
527	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-08-13	2023-08-20	PE HD 02-LT.2 60g	AMBROSIO VETRI SOC. COOP.	75.0
528	PE HD 02-CONT. LT.10 60g	Nero	60g	PE HD 02	2023-08-18	2023-08-25	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	36.0
529	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-01-13	2023-01-20	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	5.0
530	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-02-26	2023-05-27	PE HD 02-LT.1 60g	ACETIFICIO ANDREA MILANO SRL	74.0
531	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-03-05	2023-06-03	PE HD 02-LT.5 60g	POLIMERI ITALIANI SRL	3.0
532	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-03-14	2023-06-12	PE HD 02-LT.1 60g	CHEMPRODIE SRL	96.0
533	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-05-28	2023-06-04	PE HD 02-LT.2 60g	CHEMPRODIE SRL	23.0
534	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-07-06	2023-07-13	PE HD 02-LT.5 60g	INDUSTRIE PLASTICHE SRL	9.0
535	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-08-13	2023-08-20	PE HD 02-LT.2 60g	AMBROSIO VETRI SOC. COOP.	75.0
536	PE HD 02-CONT. LT.5 60g	Nero	60g	PE HD 02	2023-08-18	2023-08-25	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	36.0
537	PE HD 02-CONT. LT.10 60g	Rosso	60g	PE HD 02	2023-01-23	2023-04-23	PE HD 02-LT.5 60g	PLASTICHEM SRL	46.0
538	PE HD 02-CONT. LT.10 60g	Rosso	60g	PE HD 02	2023-07-08	2023-10-06	PE HD 02-LT.2 60g	PLASTIMANIA SNC	49.0
539	PE HD 02-CONT. LT.10 60g	Rosso	60g	PE HD 02	2023-08-01	2023-10-30	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	37.0
540	PE HD 02-CONT. LT.5 60g	Rosso	60g	PE HD 02	2023-01-23	2023-04-23	PE HD 02-LT.5 60g	PLASTICHEM SRL	46.0
541	PE HD 02-CONT. LT.5 60g	Rosso	60g	PE HD 02	2023-07-08	2023-10-06	PE HD 02-LT.2 60g	PLASTIMANIA SNC	49.0
542	PE HD 02-CONT. LT.5 60g	Rosso	60g	PE HD 02	2023-08-01	2023-10-30	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	37.0
543	PE HD 02-CONT. LT.10 60g	Verde	60g	PE HD 02	2023-02-03	2023-02-10	PE HD 02-LT.1 60g	PLASTICA INDUSTRIALE SRL	11.0
544	PE HD 02-CONT. LT.10 60g	Verde	60g	PE HD 02	2023-08-04	2023-09-03	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	91.0
545	PE HD 02-CONT. LT.2 60g	Verde	60g	PE HD 02	2023-02-03	2023-02-10	PE HD 02-LT.1 60g	PLASTICA INDUSTRIALE SRL	11.0
546	PE HD 02-CONT. LT.2 60g	Verde	60g	PE HD 02	2023-08-04	2023-09-03	PE HD 02-LT.10 60g	POLIMERI ITALIANI SRL	91.0
547	PE HD 02-CONT. LT.10 60g	Bianco	60g	PE HD 02	2023-03-15	2023-06-13	PE HD 02-LT.1 60g	INDUSTRIE PLASTICHE SRL	107.0
548	PE HD 02-CONT. LT.10 60g	Bianco	60g	PE HD 02	2023-06-13	2023-07-13	PE HD 02-LT.5 60g	SINTETICPLAST SPA	76.0
549	PE HD 02-CONT. LT.10 60g	Bianco	60g	PE HD 02	2023-07-06	2023-07-13	PE HD 02-LT.1 60g	SINTETICPLAST SPA	65.0
550	PE HD 02-CONT. LT.10 60g	Bianco	60g	PE HD 02	2023-07-13	2023-08-12	PE HD 02-LT.5 60g	CHEMPRODIE SRL	104.0
551	PE HD 02-CONT. LT.10 60g	Bianco	60g	PE HD 02	2023-08-07	2023-09-06	PE HD 02-LT.10 60g	INDUSTRIE PLASTICHE SRL	58.0
552	PE HD 02-CONT. LT.10 65g	Blu	65g	PE HD 02					
553	PE HD 02-CONT. LT.2 65g	Blu	65g	PE HD 02					
554	PE HD 02-CONT. LT.5 65g	Blu	65g	PE HD 02					
555	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-03-03	2023-03-10	PE HD 02-LT.1 65g	AMBROSIO VETRI SOC. COOP.	24.0
556	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-09-09	2023-12-08	PE HD 02-LT.10 65g	AMBROSIO VETRI SOC. COOP.	29.0
557	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-09-10	2023-12-09	PE HD 02-LT.5 65g	CHEMPRODIE SRL	28.0
558	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-09-16	2023-12-15	PE HD 02-LT.5 65g	PLASTICHEM SRL	65.0
559	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-09-27	2023-10-04	PE HD 02-LT.1 65g	POLIMERI ITALIANI SRL	116.0
560	PE HD 02-CONT. LT.10 65g	Verde	65g	PE HD 02	2023-09-27	2023-10-04	PE HD 02-LT.1 65g	PLASTICA INDUSTRIALE SRL	112.0
561	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-03-03	2023-03-10	PE HD 02-LT.1 65g	AMBROSIO VETRI SOC. COOP.	24.0
562	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-09-09	2023-12-08	PE HD 02-LT.10 65g	AMBROSIO VETRI SOC. COOP.	29.0
563	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-09-10	2023-12-09	PE HD 02-LT.5 65g	CHEMPRODIE SRL	28.0
564	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-09-16	2023-12-15	PE HD 02-LT.5 65g	PLASTICHEM SRL	65.0
565	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-09-27	2023-10-04	PE HD 02-LT.1 65g	POLIMERI ITALIANI SRL	116.0
566	PE HD 02-CONT. LT.5 65g	Verde	65g	PE HD 02	2023-09-27	2023-10-04	PE HD 02-LT.1 65g	PLASTICA INDUSTRIALE SRL	112.0
567	PE HD 02-CONT. LT.10 70g	Bianco	70g	PE HD 02	2023-01-28	2023-04-28	PE HD 02-LT.10 70g	CHEMPRODIE SRL	19.0
568	PE HD 02-CONT. LT.10 70g	Bianco	70g	PE HD 02	2023-03-20	2023-03-27	PE HD 02-LT.5 70g	PLASTICA INDUSTRIALE SRL	39.0
